Temperature_C,Time_hours,pH,Enzyme_mL,Substrate_gL,Inoculum_mL,Biofuel_Yield_gL
33.6,88.1,5.46,10.0,80.5,8.1,5.0
35.5,76.1,5.71,15.0,97.9,5.0,5.0
38.9,32.7,5.67,22.4,97.3,10.3,5.44
40.0,66.1,5.12,10.0,66.4,10.9,5.0
40.0,89.9,5.22,30.7,159.4,14.3,28.76
38.0,96.0,5.59,10.0,70.4,5.0,5.0
37.6,52.8,5.76,10.2,57.9,5.0,5.0
36.5,45.6,5.32,27.0,166.3,8.8,7.23
36.9,96.0,5.41,28.8,185.7,5.0,5.0
33.6,29.8,5.58,35.8,164.6,7.7,5.0
33.0,68.0,4.88,24.6,173.8,5.0,5.0
35.0,27.5,5.53,12.7,139.3,7.5,5.0
34.6,93.0,5.24,29.3,183.2,6.5,5.87
33.9,48.0,5.48,17.8,124.5,5.0,5.0
36.7,96.0,5.0,32.5,198.2,5.0,5.0
37.4,69.8,5.18,14.2,65.5,5.0,5.0
35.2,29.6,5.56,25.5,171.4,5.0,5.0
38.7,96.0,5.36,24.1,146.2,8.9,8.48
32.1,96.0,5.28,21.3,137.1,5.0,5.0
34.5,84.9,5.46,32.8,158.9,6.0,5.0
33.2,37.3,5.57,24.6,176.0,5.5,5.0
30.3,46.9,5.47,23.5,179.4,6.9,5.0
34.8,58.7,5.19,15.8,76.3,5.0,5.0
34.7,38.4,5.09,10.0,79.6,6.8,5.0
38.8,96.0,5.63,10.0,52.4,10.8,5.0
36.6,58.7,5.45,10.0,69.8,5.0,5.0
32.4,24.0,5.55,12.9,89.6,7.4,5.0
39.6,64.7,5.29,35.9,158.2,5.2,6.49
38.1,45.9,5.15,24.4,121.4,6.0,5.0
36.5,52.6,5.23,29.7,163.7,8.2,6.97
34.4,45.4,5.65,21.1,123.0,6.4,5.0
32.6,81.7,5.16,16.5,133.3,10.8,6.51
34.1,95.6,5.55,11.3,66.7,9.9,5.0
37.7,62.9,5.45,27.9,166.5,6.3,5.0
39.7,46.1,5.03,25.6,163.7,7.5,7.94
38.9,53.5,5.37,14.9,96.1,6.5,5.0
33.8,55.1,5.63,12.9,99.3,5.0,5.0
32.2,36.6,5.43,13.8,83.0,6.9,5.0
35.4,72.9,5.04,23.2,172.1,5.0,5.0
30.6,68.7,5.77,27.8,162.1,5.2,5.0
35.8,96.0,5.34,11.1,141.4,5.0,5.0
34.6,96.0,4.87,19.7,85.8,14.4,8.32
33.8,38.8,5.64,10.0,75.8,6.4,5.0
31.0,82.3,5.42,10.0,57.5,5.0,5.0
36.3,33.9,5.37,10.6,56.8,7.6,5.0
33.7,77.3,5.41,14.4,78.1,13.1,6.36
32.1,42.2,5.6,20.2,65.1,9.1,5.0
30.0,32.7,5.77,21.5,133.4,5.0,5.0
34.9,62.8,5.28,15.4,103.7,5.0,5.0
39.4,24.0,5.35,18.5,116.7,5.4,5.0
39.2,24.0,5.13,28.8,139.1,9.8,8.59
33.9,50.0,5.84,34.5,148.9,10.4,5.0
33.5,56.9,5.48,21.2,147.2,6.7,5.0
36.2,45.4,5.32,16.1,89.1,5.5,5.0
32.5,24.8,5.33,25.3,171.4,5.0,5.0
35.8,36.3,5.18,27.7,187.7,14.1,17.12
36.9,66.4,5.78,24.0,97.4,7.4,5.0
38.1,73.0,5.43,10.0,52.6,5.0,5.0
34.7,54.2,5.28,16.1,184.9,5.0,5.0
34.5,96.0,5.7,29.9,188.5,8.9,5.0
32.8,66.6,5.31,14.7,57.6,5.0,5.0
32.9,37.6,5.58,10.0,50.7,5.0,5.0
34.4,47.5,5.2,28.4,172.5,9.9,10.31
35.9,27.1,5.41,18.0,95.2,5.4,5.0
37.3,51.7,5.42,28.6,187.2,6.1,5.0
33.0,95.2,5.43,15.2,82.5,11.0,5.0
38.7,76.9,5.33,29.6,179.2,9.3,10.61
34.3,96.0,5.7,10.0,60.3,6.7,5.0
34.9,46.9,5.46,13.9,89.1,8.9,5.0
33.1,96.0,5.39,21.5,196.0,5.0,5.0
30.0,49.6,5.34,12.5,84.7,7.8,5.0
37.2,96.0,5.76,10.0,70.0,5.0,5.0
36.8,54.0,5.61,32.0,178.6,7.9,5.0
34.3,77.8,5.2,11.4,67.7,5.0,5.0
35.2,96.0,5.56,12.1,64.6,8.0,5.0
36.3,49.6,5.28,13.8,98.5,5.0,5.0
31.1,60.9,5.81,27.1,145.3,5.3,5.0
33.7,96.0,5.45,15.5,156.6,10.2,5.0
37.0,51.1,5.61,22.9,182.2,5.2,5.0
31.9,28.2,5.42,26.1,131.1,7.6,5.0
35.7,96.0,5.02,14.2,109.0,5.0,5.0
31.6,43.2,5.4,10.0,103.8,5.0,5.0
36.2,59.1,5.57,33.8,177.0,7.3,5.0
34.9,96.0,5.61,29.2,158.6,5.0,5.0
31.0,40.3,5.73,31.4,185.8,5.0,5.0
37.9,33.0,5.18,29.7,194.6,5.1,5.22
33.2,62.0,5.37,22.6,95.0,7.1,5.0
33.0,24.0,5.94,25.7,129.5,8.8,5.0
35.5,47.3,5.19,29.5,144.8,5.0,5.0
37.9,61.7,5.58,14.7,74.6,7.9,5.0
32.5,47.7,5.77,10.0,58.0,13.4,5.0
35.2,25.2,5.66,25.0,180.2,10.8,5.0
36.1,96.0,5.4,13.2,130.3,11.1,6.06
36.7,57.5,5.25,22.9,135.6,5.1,5.0
35.4,96.0,5.53,22.9,133.2,9.0,5.0
34.1,47.9,5.4,22.7,163.2,7.0,5.0
32.9,35.2,5.32,13.8,71.8,9.4,5.0
35.2,62.5,5.1,19.7,142.1,11.0,9.06
32.3,49.0,5.54,22.4,120.4,6.4,5.0
30.0,30.3,5.6,23.3,184.5,7.2,5.0
36.1,96.0,5.22,13.9,127.9,5.0,5.0
37.3,40.0,5.64,27.5,191.4,12.8,8.54
30.0,24.0,5.64,19.6,103.0,5.0,5.0
32.5,96.0,5.65,23.5,195.0,11.2,5.0
36.5,42.4,5.31,32.4,181.3,5.2,5.0
40.0,40.3,5.3,12.4,137.6,5.8,5.0
35.1,24.0,5.58,14.2,103.1,6.3,5.0
33.2,96.0,5.86,10.0,106.4,7.1,5.0
34.5,28.7,5.39,11.8,165.9,5.5,5.0
38.4,56.2,5.56,22.4,137.1,9.8,5.79
33.4,86.2,5.76,15.6,110.2,7.3,5.0
33.0,67.4,5.75,14.8,145.4,5.2,5.0
33.8,53.0,5.02,21.4,160.0,5.0,5.0
32.6,24.0,5.16,10.2,53.4,5.0,5.0
35.3,36.4,5.25,10.0,63.5,7.6,5.0
39.1,60.0,4.83,10.0,64.2,10.2,5.0
35.8,36.8,5.47,10.7,84.8,5.0,5.0
34.4,60.4,5.22,14.2,114.0,8.1,5.0
34.3,76.8,5.68,22.6,170.5,5.5,5.0
31.1,88.3,5.46,12.3,102.7,5.0,5.0
37.2,29.6,5.04,10.0,52.6,9.3,5.0
34.8,96.0,5.87,13.3,122.5,6.2,5.0
34.5,80.1,5.5,28.0,199.5,5.0,5.0
40.0,54.6,4.97,12.2,102.4,5.0,5.0
35.7,94.1,5.69,23.8,194.2,5.0,5.0
33.1,96.0,5.81,13.6,65.2,9.7,5.0
33.9,26.6,5.47,17.6,76.0,5.0,5.0
37.9,48.8,5.14,23.8,158.6,5.0,5.0
35.3,24.0,5.79,19.1,125.2,5.0,5.0
31.4,60.1,5.18,21.3,164.8,5.0,5.0
37.3,65.5,5.46,32.3,179.5,5.0,5.08
33.3,53.5,5.27,21.8,87.7,11.5,7.34
39.7,39.4,5.31,22.0,152.4,7.2,5.0
37.7,24.0,5.6,18.6,141.1,9.0,5.0
33.9,65.8,5.78,28.6,179.2,11.5,5.88
38.2,96.0,5.82,17.8,114.5,5.0,5.0
35.2,40.6,5.51,10.0,57.8,5.0,5.0
37.1,68.0,5.39,22.8,136.1,8.8,7.12
36.2,24.9,5.64,33.8,193.8,5.0,5.0
32.9,68.6,5.35,10.0,52.2,15.9,5.0
33.4,44.8,5.41,25.6,86.0,5.0,5.0
37.6,37.3,5.15,10.0,97.4,5.0,5.0
34.2,37.3,5.59,20.5,164.9,7.3,5.0
34.0,44.8,5.7,15.9,98.5,5.0,5.0
32.6,66.1,5.56,24.1,85.9,5.3,5.0
36.1,28.3,5.24,19.3,147.3,5.0,5.0
40.0,44.8,5.13,10.0,57.0,5.3,5.0
32.3,53.5,5.61,14.1,75.6,7.7,5.0
35.1,31.5,5.08,15.4,111.2,5.0,5.0
38.5,96.0,5.61,18.8,103.3,5.0,5.0
34.8,35.6,4.94,15.0,102.1,5.0,5.0
36.1,39.1,5.49,10.0,66.3,5.0,5.0
32.3,33.5,5.41,27.4,104.1,8.8,5.0
36.1,96.0,5.19,10.7,169.7,9.1,5.0
34.5,72.0,5.06,25.9,112.1,10.7,9.58
37.5,34.2,5.13,25.4,137.9,5.4,5.0
38.0,94.9,5.16,10.0,74.5,5.2,5.0
40.0,60.4,5.02,18.4,60.5,14.2,12.28
36.4,62.1,5.56,20.4,182.0,5.0,5.0
35.8,46.0,4.91,20.0,99.7,11.7,6.96
35.5,37.5,5.68,10.0,102.6,12.8,5.0
34.1,64.6,5.15,21.5,181.7,5.0,5.0
35.8,41.6,5.53,17.7,156.2,5.0,5.0
34.3,96.0,5.6,20.8,163.4,5.0,5.0
35.4,28.9,5.66,22.9,152.3,5.0,5.0
38.3,96.0,5.57,10.0,65.9,5.1,5.0
32.5,51.6,5.16,18.9,193.7,5.0,5.0
37.8,63.4,5.2,30.3,186.4,12.6,19.36
38.3,82.8,5.52,13.1,85.4,5.0,5.0
34.7,39.8,5.6,27.6,170.6,13.8,9.83
30.0,84.1,5.37,17.6,111.4,9.3,5.06
33.5,24.0,5.01,27.7,152.6,5.0,5.0
38.2,38.1,5.54,10.8,74.8,9.9,5.0
34.9,34.4,5.42,24.7,130.8,6.2,5.0
32.5,29.2,5.08,10.0,69.0,7.6,5.0
33.7,49.0,5.52,16.0,130.4,5.0,5.0
37.1,66.2,5.35,19.9,86.5,9.4,5.44
36.4,77.6,5.36,24.5,117.9,8.0,5.02
34.4,61.6,5.61,25.4,150.2,5.1,5.0
34.1,39.1,5.65,22.8,181.6,5.0,5.0
34.0,65.7,5.62,10.0,74.8,9.5,5.0
32.7,58.1,5.63,34.2,184.0,5.0,5.0
39.0,87.2,5.92,22.6,108.5,5.0,5.0
34.2,80.5,5.68,26.2,176.6,5.0,5.0
38.0,55.4,5.62,30.7,126.9,5.3,5.0
38.8,34.9,5.32,29.2,179.3,7.6,7.98
37.5,39.4,5.63,16.9,149.4,13.4,5.0
33.9,41.5,5.63,17.6,126.3,5.0,5.0
36.0,46.6,5.05,14.6,96.9,5.0,5.0
34.9,62.4,5.6,29.7,195.3,5.9,5.0
32.7,78.1,5.01,31.8,170.1,9.6,9.03
35.8,53.2,5.01,11.3,107.2,5.0,5.0
32.1,55.0,5.25,10.0,75.0,5.5,5.0
38.0,58.7,5.22,28.1,166.9,5.0,5.0
33.8,42.2,5.35,27.2,198.5,5.0,5.0
35.5,34.4,5.26,25.9,91.8,5.0,5.0
35.7,24.0,5.39,32.8,187.4,5.1,5.0
34.4,38.6,5.54,10.0,68.8,7.0,5.0
36.5,69.2,5.75,35.0,192.8,18.7,13.36
33.8,38.4,5.57,27.9,161.8,6.5,5.0
37.2,48.5,5.43,18.5,102.0,6.1,5.0
31.6,68.9,5.71,13.7,95.7,5.7,5.0
35.3,70.8,5.24,24.1,146.5,5.0,5.0
39.8,31.8,5.59,10.3,139.0,16.2,5.46
32.5,89.9,5.36,34.8,187.8,8.7,8.18
33.3,95.9,5.68,10.0,164.9,9.0,5.0
36.3,31.0,5.61,17.4,131.1,9.6,5.0
35.4,36.2,5.21,20.4,189.1,5.0,5.0
35.9,96.0,5.75,18.3,138.9,6.8,5.0
36.2,50.7,5.62,26.2,177.5,5.3,5.0
36.6,24.0,5.41,20.4,176.1,5.0,5.0
37.8,27.1,5.92,14.3,187.9,5.0,5.0
36.0,48.2,5.76,10.1,60.1,7.3,5.0
34.4,30.5,5.52,31.1,137.6,6.9,5.0
36.7,44.4,4.87,16.3,120.3,5.4,5.0
39.7,55.5,5.35,23.3,123.6,11.8,13.92
34.7,96.0,5.61,25.4,119.0,5.0,5.0
32.6,47.2,5.3,16.8,175.6,10.1,5.84
37.8,93.3,5.28,12.4,97.8,5.0,5.0
34.7,96.0,5.54,11.5,119.4,5.0,5.0
30.0,96.0,5.32,10.0,80.1,7.4,5.0
37.1,63.0,5.56,21.7,87.8,19.5,12.05
33.7,24.0,4.85,23.5,149.1,7.2,5.0
34.8,68.7,5.72,14.1,67.5,5.0,5.0
35.8,92.2,5.61,11.5,78.2,5.9,5.0
35.5,52.4,4.99,13.3,129.2,6.3,5.0
36.8,96.0,5.2,11.9,56.6,5.4,5.0
33.9,83.9,5.36,16.6,69.0,5.3,5.0
36.3,72.5,5.68,28.5,179.5,5.0,5.0
34.4,94.0,5.41,29.0,176.9,5.0,5.0
36.8,64.5,5.6,10.0,102.2,5.0,5.0
36.5,24.0,5.59,18.9,102.2,10.3,5.0
32.7,42.5,5.53,35.3,190.5,5.7,5.0
37.7,96.0,5.29,10.1,53.9,5.0,5.0
33.7,36.5,5.2,11.6,137.0,6.0,5.0
37.0,48.8,5.55,29.1,139.6,7.5,5.0
35.9,32.4,5.77,20.5,168.2,5.0,5.0
39.6,96.0,5.51,30.9,192.8,8.7,8.1
34.4,96.0,5.35,20.3,103.4,7.1,5.0
34.1,35.1,5.63,22.7,115.7,5.0,5.0
35.0,58.8,5.57,13.6,150.7,10.6,5.0
34.2,38.9,5.6,29.8,195.1,5.0,5.0
37.0,74.3,5.44,27.8,183.6,8.1,6.85
31.0,70.4,5.46,29.7,150.1,6.8,5.0
32.4,81.9,5.45,29.1,178.5,9.3,8.4
32.3,64.5,5.58,16.7,62.8,5.0,5.0
37.4,96.0,5.23,18.7,106.6,11.1,8.73
39.3,32.7,5.59,10.0,52.0,9.1,5.0
34.7,24.0,5.39,12.5,76.6,5.0,5.0
34.6,44.9,5.39,29.3,144.6,5.1,5.0
35.2,24.9,5.9,20.9,182.8,10.2,5.0
37.9,25.9,5.03,26.3,144.9,5.0,5.0
32.7,33.1,5.55,19.3,149.6,6.1,5.0
35.6,34.4,4.99,10.0,65.6,5.0,5.0
37.4,33.9,5.43,27.6,149.7,6.2,5.0
36.3,70.7,5.61,13.3,118.2,5.3,5.0
35.5,42.4,5.11,24.0,147.7,5.0,5.0
37.5,49.9,5.06,12.4,98.9,7.7,5.0
30.0,85.4,5.58,10.0,137.2,5.0,5.0
36.7,37.2,5.15,19.4,113.6,5.0,5.0
33.4,47.8,5.15,20.7,133.8,5.0,5.0
30.4,65.6,5.32,10.0,72.1,9.4,5.0
36.3,24.0,5.87,12.9,109.4,5.9,5.0
38.4,24.0,5.47,10.0,106.1,5.0,5.0
34.7,64.9,5.42,27.7,160.5,5.3,5.0
37.4,69.8,5.29,30.3,156.0,5.0,5.0
39.0,96.0,5.21,32.2,186.3,5.0,5.0
38.3,59.1,5.27,26.7,144.8,5.0,5.0
39.1,82.3,5.69,12.0,97.2,5.0,5.0
36.9,49.5,5.2,27.9,167.5,9.6,9.04
35.2,63.3,5.23,18.6,124.5,7.7,5.4
31.0,96.0,5.21,12.8,79.0,10.0,5.0
34.4,24.0,5.04,29.1,162.1,9.4,5.95
32.9,67.1,5.77,16.4,69.9,6.3,5.0
40.0,96.0,5.62,10.0,76.7,5.0,5.0
34.6,62.9,5.35,17.5,163.8,5.6,5.0
35.3,96.0,5.73,23.9,165.5,9.4,5.0
36.4,39.9,5.21,24.2,168.6,5.0,5.0
35.1,53.7,5.35,15.5,94.0,5.0,5.0
39.2,55.5,5.66,31.2,180.0,5.0,5.0
33.4,24.0,5.42,14.2,158.4,5.6,5.0
35.5,30.4,5.59,22.9,175.1,6.0,5.0
33.1,31.5,5.67,18.6,156.3,7.6,5.0
31.7,82.4,5.1,26.8,136.9,9.4,6.3
33.5,84.4,5.74,10.0,66.4,9.1,5.0
34.9,64.2,5.42,20.9,156.6,5.0,5.0
33.9,82.4,5.22,25.7,153.6,6.4,5.0
33.3,50.3,5.49,11.6,96.9,5.0,5.0
31.5,96.0,5.46,24.0,160.4,10.6,7.16
34.8,54.8,5.43,29.0,132.6,6.4,5.0
31.2,56.2,5.58,29.0,133.9,5.7,5.0
36.9,47.8,5.38,13.7,105.1,14.6,7.83
35.2,76.9,5.32,10.0,67.5,5.0,5.0
31.4,44.2,5.23,10.0,82.5,7.3,5.0
34.2,89.0,5.73,15.2,165.3,5.5,5.0
33.1,31.0,5.31,18.8,90.7,5.0,5.0
35.8,31.5,4.85,19.7,50.3,5.0,5.0
38.4,77.0,5.39,27.7,199.6,5.5,5.0
30.3,52.2,5.19,10.0,81.6,5.6,5.0
35.3,43.5,5.75,20.9,148.3,7.5,5.0
34.6,85.2,5.65,28.8,189.0,5.7,5.0
36.7,40.3,5.36,15.3,140.0,9.5,5.0
35.5,49.4,5.2,23.2,169.9,5.0,5.0
33.1,96.0,5.82,34.5,196.5,14.7,5.89
34.2,96.0,5.26,27.5,179.1,5.0,5.0
33.0,96.0,5.72,26.4,133.7,5.0,5.0
37.7,47.4,5.71,17.5,104.6,5.0,5.0
35.1,96.0,5.17,12.9,122.4,5.0,5.0
39.8,34.0,5.56,23.6,176.3,7.3,5.0
34.8,34.7,5.49,27.9,178.0,6.0,5.0
33.2,24.0,5.51,20.9,176.9,7.2,5.0
31.2,96.0,5.52,14.7,139.6,5.0,5.0
30.5,35.4,5.67,12.3,121.5,11.9,5.0
31.0,51.3,5.64,17.1,96.7,7.7,5.0
35.7,34.6,5.21,10.0,50.5,5.0,5.0
36.3,77.3,5.32,30.6,164.7,5.0,5.0
31.0,45.2,5.81,10.0,91.5,5.0,5.0
37.2,28.4,5.87,10.0,99.5,10.2,5.0
33.8,68.1,5.13,25.8,176.5,11.4,11.68
35.4,26.7,5.5,16.9,57.8,7.2,5.0
39.0,35.9,5.76,28.5,189.1,5.0,5.0
37.2,24.0,5.03,10.0,50.2,5.0,5.0
34.3,26.8,5.21,20.5,190.9,5.1,5.0
32.8,59.7,5.34,23.7,118.2,5.0,5.0
30.0,24.0,5.45,10.0,65.3,10.0,5.0
33.2,26.0,5.53,30.4,151.1,7.5,5.0
34.5,54.5,5.5,30.9,184.4,5.0,5.0
32.5,41.6,5.8,13.5,115.7,5.0,5.0
34.7,96.0,5.2,28.9,153.7,5.0,5.0
35.2,96.0,5.77,24.9,196.9,5.0,5.0
34.4,35.4,5.72,10.0,86.1,5.0,5.0
33.4,72.1,5.54,21.6,173.1,5.0,5.0
35.4,79.4,5.69,18.0,94.3,8.4,5.0
36.1,40.5,5.19,22.8,114.0,5.0,5.0
32.3,25.8,5.12,11.9,92.3,5.0,5.0
38.5,54.3,5.04,10.0,116.9,7.6,5.0
34.8,50.1,5.42,10.0,50.8,5.2,5.0
35.0,43.9,4.82,10.0,95.5,5.4,5.0
36.8,68.1,5.06,11.0,116.8,6.6,5.0
35.6,37.5,5.06,23.1,144.8,10.3,7.27
37.4,30.7,5.79,31.5,145.6,7.8,5.0
35.7,57.7,5.22,24.6,137.6,5.0,5.0
33.5,66.2,5.71,10.0,94.0,18.9,5.0
35.9,30.3,5.31,25.3,192.1,5.2,5.0
32.1,86.8,5.36,13.8,108.8,5.0,5.0
35.3,24.0,4.94,14.3,82.5,5.0,5.0
34.9,40.9,5.29,27.8,133.2,5.0,5.0
34.5,48.0,5.46,22.0,162.3,10.6,7.44
34.7,39.7,4.99,15.5,51.8,5.9,5.0
30.3,41.2,5.27,24.2,91.5,5.7,5.0
33.6,96.0,5.45,24.3,173.7,6.1,5.0
35.2,35.7,5.31,17.0,126.1,7.3,5.0
35.4,96.0,5.79,14.9,111.3,6.9,5.0
32.4,67.9,5.39,28.8,189.6,5.0,5.0
38.2,57.2,5.53,10.0,63.4,12.3,5.0
32.8,69.3,5.37,25.8,142.3,5.0,5.0
37.4,96.0,5.6,10.0,101.3,10.9,5.0
36.1,33.2,5.28,10.0,60.6,5.0,5.0
33.4,31.2,4.96,14.0,82.1,5.0,5.0
39.4,37.4,5.16,26.0,144.2,5.4,5.0
32.0,55.5,5.52,19.1,54.2,5.0,5.0
37.3,24.0,5.41,14.4,138.8,5.0,5.0
37.5,55.2,5.14,25.8,193.5,7.2,5.0
33.3,96.0,5.33,14.1,169.3,5.0,5.0
38.5,58.9,5.28,10.0,101.8,8.0,5.0
34.4,47.2,5.56,10.0,70.7,5.0,5.0
35.7,40.1,5.62,15.4,119.8,5.0,5.0
35.7,85.6,5.62,15.2,108.9,6.0,5.0
34.7,36.1,5.71,31.7,195.8,8.9,5.0
37.0,96.0,5.01,28.3,198.5,8.2,7.18
37.0,96.0,5.54,19.1,111.6,5.0,5.0
30.6,62.1,5.36,11.4,72.3,5.1,5.0
38.3,54.3,5.59,22.8,186.6,8.7,5.0
30.8,91.4,5.38,16.9,169.0,5.0,5.0
37.6,94.4,4.99,21.9,126.7,9.2,7.76
37.8,36.5,5.3,24.0,104.8,10.9,9.94
32.3,42.0,5.29,30.3,117.2,10.0,8.28
34.0,28.2,5.31,32.5,185.3,8.3,7.52
32.2,67.0,5.44,18.9,77.7,5.0,5.0
34.5,76.2,5.16,28.0,171.0,5.0,5.0
34.2,27.8,5.47,10.0,52.7,5.0,5.0
36.9,43.5,5.62,28.8,188.1,6.1,5.0
38.3,27.8,5.56,18.2,125.0,7.4,5.0
38.5,34.8,4.87,15.6,84.0,8.3,5.0
33.6,71.9,5.45,10.0,50.4,5.6,5.0
34.5,37.8,5.23,19.4,133.9,5.0,5.0
30.8,47.0,5.2,10.0,86.7,5.5,5.0
33.0,24.2,5.68,24.1,144.7,5.0,5.0
37.4,59.9,5.56,10.0,92.2,8.4,5.0
39.0,53.4,5.25,10.0,63.2,8.2,5.0
31.9,37.9,5.31,21.4,125.8,5.0,5.0
33.5,49.7,5.22,23.1,134.7,6.9,5.0
34.9,59.7,4.94,21.5,117.9,5.0,5.0
35.7,36.3,5.59,16.7,118.7,9.8,5.0
33.0,26.1,5.73,23.2,138.4,14.5,5.03
36.1,96.0,5.79,16.9,129.0,7.1,5.0
33.8,39.8,5.88,10.0,69.9,7.4,5.0
35.0,52.0,5.64,14.6,79.6,5.0,5.0
36.4,90.5,5.23,12.2,71.3,5.0,5.0
35.0,96.0,5.45,28.2,154.0,11.1,11.25
33.9,29.3,5.46,19.3,129.3,5.0,5.0
34.7,68.4,5.67,10.0,114.5,5.1,5.0
34.8,38.3,5.4,25.0,169.8,5.9,5.0
34.1,41.7,5.41,19.3,98.9,6.0,5.0
34.4,38.1,5.55,22.7,135.2,12.3,7.62
39.0,31.1,5.19,10.0,61.2,9.6,5.0
36.4,53.5,5.61,15.9,161.7,11.6,5.45
34.3,26.1,5.53,18.0,154.3,14.7,6.83
36.7,87.7,4.85,27.9,170.4,8.4,6.89
34.2,56.1,5.61,19.1,182.7,5.0,5.0
37.9,67.4,5.83,23.0,163.7,5.0,5.0
35.9,43.2,5.14,26.7,176.7,6.4,5.39
34.7,45.4,5.64,21.0,101.8,5.0,5.0
36.1,63.0,5.83,18.3,101.5,5.0,5.0
31.1,30.5,5.52,33.6,191.6,8.5,5.0
32.2,45.7,5.52,29.6,187.2,6.2,5.0
32.0,35.5,5.09,15.6,132.3,5.0,5.0
35.4,35.0,5.56,12.7,105.0,8.9,5.0
39.3,24.0,5.53,22.3,179.9,5.0,5.0
40.0,96.0,5.61,17.7,98.5,9.9,5.38
36.6,38.7,5.7,10.0,73.0,7.2,5.0
36.3,96.0,5.63,19.9,145.9,7.6,5.0
30.5,93.2,5.54,10.0,56.4,5.0,5.0
33.6,28.7,5.25,24.2,106.9,8.5,5.0
33.0,31.7,5.38,29.0,171.1,6.5,5.0
33.4,96.0,5.73,10.3,94.3,9.2,5.0
34.6,96.0,5.51,29.2,189.7,15.8,16.88
33.8,53.7,5.77,37.3,193.4,5.0,5.0
30.1,62.1,5.71,28.9,172.4,14.8,5.0
36.9,39.8,5.34,21.7,198.1,8.0,5.0
32.3,67.8,5.44,14.9,129.6,8.9,5.0
35.6,38.1,5.21,15.3,135.4,11.6,6.35
40.0,24.0,5.72,33.5,175.4,13.2,9.6
32.7,28.2,5.52,24.9,123.9,5.0,5.0
30.0,55.2,5.48,13.5,111.0,5.0,5.0
34.3,31.0,5.53,18.1,142.2,12.3,5.09
37.8,52.8,5.87,22.5,148.6,5.0,5.0
39.9,31.9,5.85,24.8,162.6,6.3,5.0
31.9,36.9,5.45,17.7,150.2,5.0,5.0
36.2,83.6,5.76,23.0,161.9,5.0,5.0
33.8,61.8,5.7,15.4,151.2,5.0,5.0
34.7,54.3,5.62,24.7,122.1,9.4,5.0
40.0,84.7,5.91,10.0,70.2,6.4,5.0
31.2,69.4,5.22,16.3,167.8,5.0,5.0
35.6,96.0,5.27,10.4,54.6,5.0,5.0
36.2,43.4,5.72,23.6,198.9,5.0,5.0
37.7,44.0,5.32,23.6,174.3,5.0,5.0
35.2,28.5,5.57,22.9,150.6,8.6,5.0
35.8,44.1,5.22,32.6,195.0,6.1,5.0
34.0,88.4,5.34,20.2,141.9,5.5,5.0
35.7,96.0,5.62,17.7,58.5,5.0,5.0
34.1,88.2,5.6,20.1,133.9,11.2,6.61
36.6,24.0,5.34,19.7,91.6,5.0,5.0
34.1,93.8,5.58,17.2,105.4,6.0,5.0
35.9,24.0,5.38,28.5,118.9,6.6,5.0
34.9,85.5,5.61,30.2,166.2,5.0,5.0
37.8,45.4,5.5,19.0,125.4,6.8,5.0
34.9,77.6,5.53,21.3,121.2,9.8,5.0
30.6,28.0,5.45,13.0,95.3,6.3,5.0
38.2,96.0,5.1,18.3,131.0,5.0,5.0
32.7,26.2,5.41,10.0,87.3,5.0,5.0
33.4,39.1,5.6,10.0,89.1,5.0,5.0
33.5,33.1,5.4,34.8,163.6,9.8,7.3
38.4,24.0,5.8,10.0,101.4,7.4,5.0
30.0,57.2,5.62,10.0,57.7,8.3,5.0
40.0,96.0,5.47,14.8,101.6,5.0,5.0
37.6,96.0,5.61,21.6,145.8,5.1,5.0
35.6,57.3,5.01,27.7,172.1,5.0,5.0
34.9,95.4,5.66,26.8,194.3,5.6,5.0
35.7,61.3,5.58,26.5,161.9,8.1,5.0
36.3,70.1,5.27,22.9,114.3,5.0,5.0
36.6,46.0,5.27,20.6,94.9,10.2,6.58
36.4,60.2,5.1,10.0,69.4,5.0,5.0
35.2,71.4,5.2,24.7,144.2,6.0,5.0
34.5,40.9,5.96,13.2,126.5,5.0,5.0
34.6,52.5,5.66,19.1,151.7,5.0,5.0
34.5,53.0,5.51,10.0,85.6,5.0,5.0
37.8,82.5,5.53,14.6,98.5,5.5,5.0
36.5,32.0,5.82,10.0,93.8,5.7,5.0
30.0,53.2,5.69,17.8,169.6,5.0,5.0
36.6,96.0,5.09,10.0,75.7,5.0,5.0
35.5,96.0,5.25,12.5,141.3,6.0,5.0
35.0,96.0,5.56,15.3,57.7,5.0,5.0
34.0,55.3,5.47,17.1,132.4,5.0,5.0
37.8,64.1,5.5,13.9,59.6,5.0,5.0
37.4,90.1,5.04,10.0,76.4,6.6,5.0
33.1,96.0,5.38,10.0,67.0,5.0,5.0
36.0,24.0,5.59,21.2,102.0,10.8,5.0
32.6,28.3,5.2,15.7,101.6,5.0,5.0
31.6,96.0,5.02,35.5,174.0,5.0,5.0
33.4,47.5,5.66,10.2,83.9,9.6,5.0
37.2,39.0,5.01,10.0,63.0,11.0,5.0
37.4,29.2,5.61,26.1,140.5,6.9,5.0
36.3,41.4,5.5,28.0,153.1,5.0,5.0
36.8,27.1,5.44,14.9,94.2,6.2,5.0
36.3,96.0,5.66,37.7,140.4,8.4,5.41
33.4,54.0,5.4,23.6,166.4,12.0,7.55
36.1,53.0,5.66,10.0,102.1,5.0,5.0
